filename,mcd_dB
KAS_F_WIKI_00844.wav,4.8800
KAS_F_WIKI_00847.wav,4.8471
KAS_F_WIKI_00858.wav,4.6775
KAS_F_WIKI_00868.wav,4.7147
KAS_F_WIKI_00871.wav,4.9677
KAS_F_WIKI_00876.wav,5.0032
KAS_F_WIKI_00887.wav,4.5320
KAS_F_WIKI_00897.wav,4.6347
KAS_F_WIKI_00902.wav,4.9764
KAS_F_WIKI_00932.wav,4.9127
KAS_F_WIKI_00953.wav,4.8836
KAS_F_WIKI_00956.wav,4.6517
KAS_F_WIKI_00961.wav,5.2585
KAS_F_WIKI_00962.wav,5.1885
KAS_F_WIKI_00966.wav,5.1509
KAS_F_WIKI_00968.wav,4.7588
KAS_F_WIKI_00976.wav,4.8279
KAS_F_WIKI_00978.wav,4.9856
KAS_F_WIKI_00992.wav,4.7087
KAS_F_WIKI_01000.wav,5.2807
KAS_F_WIKI_01006.wav,4.7843
KAS_F_WIKI_01024.wav,5.1729
KAS_F_WIKI_01026.wav,5.0011
KAS_F_WIKI_01039.wav,5.1250
KAS_F_WIKI_01068.wav,4.8762
KAS_F_WIKI_01074.wav,4.8319
KAS_F_WIKI_01086.wav,4.7796
KAS_F_WIKI_01102.wav,5.1868
KAS_F_WIKI_01111.wav,4.9543
KAS_F_WIKI_01127.wav,4.7796
KAS_F_WIKI_01146.wav,5.5189
KAS_F_WIKI_01171.wav,4.7284
KAS_F_WIKI_01175.wav,4.6682
KAS_F_WIKI_01192.wav,5.0385
KAS_F_WIKI_01196.wav,5.0607
KAS_F_WIKI_01208.wav,4.8598
KAS_F_WIKI_01210.wav,4.8486
KAS_F_WIKI_01211.wav,4.9164
KAS_F_WIKI_01222.wav,4.9418
KAS_F_WIKI_01227.wav,4.8406
KAS_F_WIKI_01243.wav,5.1149
KAS_F_WIKI_01277.wav,5.0719
KAS_F_WIKI_01280.wav,5.0141
KAS_F_WIKI_01307.wav,5.0451
KAS_F_WIKI_01339.wav,4.8437
KAS_F_WIKI_01342.wav,4.8526
KAS_F_WIKI_01350.wav,4.6359
KAS_F_WIKI_01351.wav,4.8096
KAS_F_WIKI_01352.wav,5.0050
KAS_F_WIKI_01359.wav,5.0218
KAS_F_WIKI_01360.wav,5.0357
KAS_F_WIKI_01365.wav,4.6905
KAS_F_WIKI_01368.wav,5.3104
KAS_F_WIKI_01371.wav,4.8387
KAS_F_WIKI_01372.wav,5.0836
KAS_F_WIKI_01404.wav,5.0951
KAS_F_WIKI_01425.wav,5.0643
KAS_F_WIKI_01463.wav,5.2132
KAS_F_WIKI_01473.wav,4.6518
KAS_F_WIKI_01500.wav,5.1020
KAS_F_WIKI_01501.wav,4.8439
KAS_F_WIKI_01504.wav,4.8663
KAS_F_WIKI_01508.wav,4.4214
KAS_F_WIKI_01518.wav,5.1296
KAS_F_WIKI_01523.wav,5.1060
KAS_F_WIKI_01536.wav,5.2590
KAS_F_WIKI_01547.wav,5.2360
KAS_F_WIKI_01554.wav,5.2780
KAS_F_WIKI_01562.wav,5.3492
KAS_F_WIKI_01570.wav,5.3488
KAS_F_WIKI_01574.wav,5.0254
KAS_F_WIKI_01580.wav,5.0206
KAS_F_WIKI_01594.wav,5.2362
KAS_F_WIKI_01597.wav,5.1444
KAS_F_WIKI_01632.wav,4.8534
KAS_F_WIKI_01639.wav,5.5158
KAS_F_WIKI_01644.wav,5.1933
KAS_F_WIKI_01649.wav,5.2242
KAS_F_WIKI_01676.wav,5.1271
KAS_F_WIKI_01678.wav,5.2495
KAS_F_WIKI_01720.wav,5.0851
KAS_F_WIKI_01721.wav,5.1773
KAS_F_WIKI_01725.wav,5.0984
KAS_F_WIKI_01726.wav,4.9402
KAS_F_WIKI_01745.wav,5.0168
KAS_F_WIKI_01756.wav,5.0417
KAS_F_WIKI_01757.wav,4.9706
KAS_F_WIKI_01766.wav,5.3996
KAS_F_WIKI_01768.wav,4.9225
KAS_F_WIKI_01777.wav,5.3351
KAS_F_WIKI_01784.wav,5.0121
KAS_F_WIKI_01802.wav,5.2944
KAS_F_WIKI_01806.wav,4.7754
KAS_F_WIKI_01810.wav,5.1575
KAS_F_WIKI_01815.wav,5.0256
KAS_F_WIKI_01823.wav,5.4062
KAS_F_WIKI_01831.wav,4.8933
KAS_F_WIKI_01833.wav,5.2034
KAS_F_WIKI_01858.wav,5.3800
KAS_M_ALEXA_00016.wav,3.8193
KAS_M_ALEXA_00018.wav,3.4219
KAS_M_ALEXA_00049.wav,3.2951
KAS_M_ALEXA_00056.wav,3.1572
KAS_M_ALEXA_00057.wav,3.2163
KAS_M_ALEXA_00060.wav,2.9858
KAS_M_ALEXA_00096.wav,3.3447
KAS_M_ALEXA_00104.wav,3.1697
KAS_M_ALEXA_00119.wav,3.7256
KAS_M_ALEXA_00121.wav,3.1317
KAS_M_ALEXA_00122.wav,3.0805
KAS_M_ALEXA_00125.wav,3.3842
KAS_M_ALEXA_00131.wav,3.1171
KAS_M_ALEXA_00133.wav,3.2096
KAS_M_ALEXA_00143.wav,3.3416
KAS_M_ALEXA_00147.wav,3.2340
KAS_M_ALEXA_00151.wav,3.1799
KAS_M_ALEXA_00216.wav,3.2417
KAS_M_ALEXA_00217.wav,3.3867
KAS_M_ALEXA_00230.wav,3.4611
KAS_M_ALEXA_00245.wav,3.0595
KAS_M_ALEXA_00259.wav,3.5690
KAS_M_ALEXA_00267.wav,3.5756
KAS_M_ALEXA_00269.wav,3.3167
KAS_M_ALEXA_00272.wav,3.3831
KAS_M_ALEXA_00276.wav,3.2822
KAS_M_ALEXA_00278.wav,3.7330
KAS_M_ALEXA_00279.wav,3.1996
KAS_M_ANGER_00007.wav,3.1020
KAS_M_ANGER_00013.wav,3.5223
KAS_M_ANGER_00025.wav,2.9784
KAS_M_ANGER_00034.wav,2.9359
KAS_M_ANGER_00040.wav,3.1492
KAS_M_ANGER_00047.wav,3.0086
KAS_M_ANGER_00050.wav,3.0376
KAS_M_ANGER_00052.wav,2.9999
KAS_M_ANGER_00054.wav,2.9904
KAS_M_ANGER_00055.wav,2.7889
KAS_M_ANGER_00057.wav,2.9256
KAS_M_ANGER_00073.wav,2.8928
KAS_M_ANGER_00074.wav,2.9675
KAS_M_ANGER_00090.wav,3.0929
KAS_M_ANGER_00096.wav,2.9662
KAS_M_ANGER_00100.wav,2.9330
KAS_M_ANGER_00107.wav,3.0195
KAS_M_ANGER_00111.wav,2.9503
KAS_M_ANGER_00113.wav,2.8693
KAS_M_ANGER_00126.wav,2.8297
KAS_M_ANGER_00133.wav,2.9521
KAS_M_ANGER_00147.wav,2.9224
KAS_M_ANGER_00153.wav,2.9608
KAS_M_ANGER_00156.wav,2.6977
KAS_M_ANGER_00158.wav,3.0076
KAS_M_ANGER_00171.wav,2.9371
KAS_M_ANGER_00177.wav,3.2834
KAS_M_ANGER_00185.wav,2.8104
KAS_M_ANGER_00187.wav,3.0784
KAS_M_ANGER_00188.wav,2.9938
KAS_M_ANGER_00190.wav,3.0108
KAS_M_ANGER_00198.wav,2.8713
KAS_M_ANGER_00200.wav,2.8903
KAS_M_ANGER_00216.wav,3.1135
KAS_M_ANGER_00223.wav,2.8103
KAS_M_ANGER_00242.wav,2.8997
KAS_M_ANGER_00244.wav,2.9979
KAS_M_ANGER_00257.wav,2.9251
KAS_M_ANGER_00263.wav,2.8584
KAS_M_ANGER_00287.wav,3.0341
KAS_M_ANGER_00291.wav,2.8290
KAS_M_ANGER_00299.wav,2.6636
KAS_M_ANGER_00303.wav,3.1147
KAS_M_ANGER_00316.wav,3.0526
KAS_M_ANGER_00333.wav,2.9370
KAS_M_ANGER_00357.wav,2.8039
KAS_M_ANGER_00369.wav,3.1815
KAS_M_ANGER_00383.wav,2.9092
KAS_M_ANGER_00404.wav,3.3822
KAS_M_ANGER_00405.wav,3.1609
KAS_M_ANGER_00422.wav,3.1044
KAS_M_ANGER_00435.wav,3.1510
KAS_M_ANGER_00436.wav,3.1518
KAS_M_ANGER_00449.wav,3.2455
KAS_M_ANGER_00453.wav,2.9965
KAS_M_ANGER_00455.wav,3.0713
KAS_M_ANGER_00458.wav,3.0061
KAS_M_ANGER_00463.wav,3.3253
KAS_M_ANGER_00465.wav,3.1438
KAS_M_ANGER_00468.wav,2.8922
KAS_M_ANGER_00469.wav,2.9820
KAS_M_ANGER_00481.wav,3.0282
KAS_M_ANGER_00493.wav,3.1641
KAS_M_ANGER_00496.wav,2.9099
KAS_M_ANGER_00519.wav,3.0417
KAS_M_ANGER_00537.wav,3.0105
KAS_M_ANGER_00550.wav,2.9869
KAS_M_BB_00008.wav,3.0648
KAS_M_BB_00016.wav,3.4656
KAS_M_BB_00030.wav,3.2365
KAS_M_BB_00031.wav,3.0600
KAS_M_BB_00032.wav,3.2369
KAS_M_BB_00033.wav,2.9656
KAS_M_BB_00035.wav,3.1347
KAS_M_BB_00039.wav,3.4248
KAS_M_BB_00049.wav,3.3627
KAS_M_BB_00056.wav,3.1925
KAS_M_BB_00058.wav,3.2055
KAS_M_BB_00061.wav,3.2373
KAS_M_BOOK_00014.wav,2.8078
KAS_M_BOOK_00022.wav,2.8654
KAS_M_BOOK_00035.wav,2.8086
KAS_M_BOOK_00040.wav,2.9193
KAS_M_BOOK_00041.wav,2.9027
KAS_M_BOOK_00042.wav,2.9477
KAS_M_BOOK_00044.wav,2.9366
KAS_M_BOOK_00052.wav,2.7703
KAS_M_BOOK_00055.wav,2.8676
KAS_M_BOOK_00062.wav,3.3012
KAS_M_BOOK_00064.wav,3.0011
KAS_M_BOOK_00070.wav,2.9242
KAS_M_BOOK_00076.wav,3.0779
KAS_M_BOOK_00082.wav,2.7836
KAS_M_BOOK_00093.wav,3.0280
KAS_M_BOOK_00119.wav,3.0673
KAS_M_BOOK_00125.wav,3.0254
KAS_M_BOOK_00137.wav,3.0737
KAS_M_BOOK_00148.wav,2.8786
KAS_M_BOOK_00164.wav,3.2409
KAS_M_BOOK_00173.wav,3.1935
KAS_M_BOOK_00177.wav,3.2431
KAS_M_BOOK_00199.wav,3.5089
KAS_M_BOOK_00202.wav,3.0189
KAS_M_BOOK_00208.wav,2.8310
KAS_M_BOOK_00219.wav,2.6748
KAS_M_BOOK_00222.wav,3.0413
KAS_M_BOOK_00225.wav,2.9142
KAS_M_BOOK_00227.wav,2.9224
KAS_M_BOOK_00234.wav,3.1995
KAS_M_BOOK_00244.wav,2.9967
KAS_M_BOOK_00248.wav,2.9746
KAS_M_BOOK_00264.wav,2.6766
KAS_M_BOOK_00266.wav,3.1557
KAS_M_BOOK_00275.wav,2.8694
KAS_M_BOOK_00277.wav,2.8999
KAS_M_BOOK_00285.wav,3.2611
KAS_M_BOOK_00287.wav,2.9653
KAS_M_BOOK_00288.wav,3.0336
KAS_M_BOOK_00312.wav,2.9367
KAS_M_BOOK_00314.wav,2.8458
KAS_M_BOOK_00317.wav,3.0491
KAS_M_BOOK_00320.wav,3.1907
KAS_M_BOOK_00327.wav,2.8399
KAS_M_BOOK_00336.wav,3.1041
KAS_M_BOOK_00356.wav,2.8577
KAS_M_BOOK_00362.wav,3.0371
KAS_M_BOOK_00379.wav,3.2689
KAS_M_BOOK_00386.wav,2.9378
KAS_M_BOOK_00391.wav,2.8844
KAS_M_BOOK_00410.wav,2.7979
KAS_M_BOOK_00412.wav,3.0058
KAS_M_BOOK_00414.wav,3.1642
KAS_M_BOOK_00423.wav,2.9842
KAS_M_BOOK_00426.wav,3.2309
KAS_M_BOOK_00441.wav,3.2163
KAS_M_BOOK_00453.wav,3.2938
KAS_M_BOOK_00456.wav,3.0621
KAS_M_BOOK_00479.wav,2.8640
KAS_M_BOOK_00482.wav,3.0153
KAS_M_BOOK_00483.wav,2.8630
KAS_M_BOOK_00484.wav,2.8459
KAS_M_BOOK_00493.wav,2.8544
KAS_M_BOOK_00543.wav,2.7390
KAS_M_BOOK_00545.wav,3.0543
KAS_M_BOOK_00554.wav,3.0047
KAS_M_BOOK_00556.wav,2.8556
KAS_M_BOOK_00559.wav,3.0287
KAS_M_BOOK_00571.wav,2.9811
KAS_M_BOOK_00578.wav,2.8599
KAS_M_BOOK_00579.wav,2.8142
KAS_M_BOOK_00582.wav,2.8887
KAS_M_BOOK_00585.wav,2.9010
KAS_M_BOOK_00586.wav,3.1173
KAS_M_BOOK_00593.wav,3.1804
KAS_M_BOOK_00599.wav,2.8776
KAS_M_BOOK_00600.wav,2.8128
KAS_M_BOOK_00602.wav,3.1482
KAS_M_BOOK_00607.wav,3.1458
KAS_M_BOOK_00632.wav,2.9467
KAS_M_BOOK_00635.wav,2.9644
KAS_M_BOOK_00651.wav,2.8863
KAS_M_BOOK_00662.wav,2.8641
KAS_M_BOOK_00673.wav,3.0066
KAS_M_BOOK_00702.wav,2.9750
KAS_M_BOOK_00703.wav,3.0285
KAS_M_BOOK_00736.wav,3.6334
KAS_M_BOOK_00743.wav,2.9143
KAS_M_BOOK_00749.wav,3.0144
KAS_M_BOOK_00753.wav,2.9535
KAS_M_BOOK_00772.wav,2.9573
KAS_M_BOOK_00775.wav,3.2619
KAS_M_BOOK_00784.wav,2.9071
KAS_M_BOOK_00822.wav,3.1240
KAS_M_BOOK_00832.wav,2.8088
KAS_M_BOOK_00833.wav,2.8833
KAS_M_BOOK_00850.wav,2.9362
KAS_M_BOOK_00855.wav,2.8761
KAS_M_BOOK_00881.wav,2.9190
KAS_M_BOOK_00893.wav,3.1335
KAS_M_BOOK_00899.wav,2.6715
KAS_M_BOOK_00909.wav,3.0595
KAS_M_BOOK_00910.wav,2.9268
KAS_M_BOOK_00914.wav,3.0099
KAS_M_BOOK_00924.wav,2.9581
KAS_M_BOOK_00925.wav,3.0310
KAS_M_BOOK_00948.wav,2.9375
KAS_M_BOOK_00951.wav,2.9534
KAS_M_BOOK_00953.wav,2.8852
KAS_M_BOOK_00955.wav,2.8754
KAS_M_BOOK_00969.wav,2.9289
KAS_M_BOOK_00977.wav,2.9352
KAS_M_BOOK_00991.wav,3.0758
KAS_M_BOOK_00993.wav,3.1989
KAS_M_BOOK_01021.wav,3.1486
KAS_M_BOOK_01060.wav,2.8523
KAS_M_BOOK_01068.wav,2.9606
KAS_M_BOOK_01083.wav,3.1133
KAS_M_BOOK_01085.wav,2.9306
KAS_M_BOOK_01088.wav,3.1239
KAS_M_BOOK_01102.wav,2.7650
KAS_M_BOOK_01104.wav,2.8980
KAS_M_BOOK_01105.wav,2.8662
KAS_M_BOOK_01110.wav,2.9568
KAS_M_BOOK_01112.wav,3.0884
KAS_M_BOOK_01138.wav,2.7821
KAS_M_BOOK_01154.wav,2.8186
KAS_M_BOOK_01172.wav,2.6926
KAS_M_BOOK_01188.wav,2.8761
KAS_M_BOOK_01203.wav,2.9784
KAS_M_BOOK_01205.wav,2.9455
KAS_M_BOOK_01206.wav,2.9043
KAS_M_BOOK_01223.wav,2.8686
KAS_M_BOOK_01263.wav,2.8140
KAS_M_BOOK_01279.wav,2.9804
KAS_M_BOOK_01304.wav,3.0695
KAS_M_BOOK_01312.wav,3.1398
KAS_M_CONV_00013.wav,3.2876
KAS_M_CONV_00015.wav,3.2016
KAS_M_CONV_00017.wav,3.0477
KAS_M_CONV_00028.wav,3.2443
KAS_M_CONV_00084.wav,3.0248
KAS_M_CONV_00088.wav,3.1496
KAS_M_CONV_00108.wav,2.9649
KAS_M_CONV_00115.wav,3.2263
KAS_M_CONV_00131.wav,2.9610
KAS_M_CONV_00135.wav,3.2154
KAS_M_CONV_00144.wav,3.3819
KAS_M_CONV_00145.wav,3.7471
KAS_M_CONV_00159.wav,3.0195
KAS_M_CONV_00167.wav,3.1058
KAS_M_CONV_00174.wav,3.1774
KAS_M_CONV_00179.wav,3.1911
KAS_M_CONV_00193.wav,3.7044
KAS_M_CONV_00198.wav,3.3751
KAS_M_CONV_00208.wav,3.2106
KAS_M_CONV_00217.wav,3.0020
KAS_M_CONV_00220.wav,3.4089
KAS_M_CONV_00229.wav,3.0988
KAS_M_CONV_00234.wav,3.2320
KAS_M_CONV_00241.wav,3.6567
KAS_M_CONV_00242.wav,3.2815
KAS_M_CONV_00259.wav,3.3322
KAS_M_CONV_00264.wav,3.6003
KAS_M_CONV_00266.wav,3.4998
KAS_M_CONV_00281.wav,3.8648
KAS_M_CONV_00286.wav,3.2769
KAS_M_CONV_00296.wav,3.1844
KAS_M_CONV_00299.wav,3.2870
KAS_M_CONV_00301.wav,3.4185
KAS_M_CONV_00306.wav,3.3725
KAS_M_CONV_00318.wav,3.0991
KAS_M_CONV_00327.wav,3.4624
KAS_M_CONV_00340.wav,3.1541
KAS_M_CONV_00344.wav,3.0206
KAS_M_CONV_00350.wav,3.3520
KAS_M_CONV_00352.wav,3.5882
KAS_M_CONV_00353.wav,3.6594
KAS_M_CONV_00355.wav,3.3906
KAS_M_CONV_00367.wav,3.0508
KAS_M_CONV_00387.wav,3.1407
KAS_M_CONV_00393.wav,3.2353
KAS_M_CONV_00396.wav,3.4811
KAS_M_CONV_00408.wav,3.3929
KAS_M_CONV_00412.wav,3.0496
KAS_M_CONV_00417.wav,3.6701
KAS_M_CONV_00422.wav,3.3715
KAS_M_CONV_00423.wav,3.1511
KAS_M_CONV_00424.wav,3.2105
KAS_M_CONV_00435.wav,3.4465
KAS_M_CONV_00438.wav,3.3052
KAS_M_CONV_00444.wav,3.0334
KAS_M_CONV_00445.wav,3.1924
KAS_M_CONV_00453.wav,3.2369
KAS_M_CONV_00458.wav,3.2950
KAS_M_CONV_00463.wav,3.1435
KAS_M_CONV_00491.wav,3.4196
KAS_M_CONV_00495.wav,4.5755
KAS_M_CONV_00501.wav,2.9069
KAS_M_CONV_00504.wav,3.4171
KAS_M_CONV_00505.wav,3.4169
KAS_M_CONV_00508.wav,3.1071
KAS_M_CONV_00539.wav,3.6125
KAS_M_CONV_00543.wav,3.4791
KAS_M_CONV_00544.wav,3.0826
KAS_M_CONV_00559.wav,3.4330
KAS_M_CONV_00582.wav,3.2039
KAS_M_CONV_00600.wav,2.9141
KAS_M_CONV_00602.wav,3.1404
KAS_M_CONV_00614.wav,3.3337
KAS_M_CONV_00618.wav,3.2732
KAS_M_CONV_00620.wav,3.0744
KAS_M_CONV_00635.wav,2.9351
KAS_M_CONV_00640.wav,2.9638
KAS_M_CONV_00644.wav,3.1145
KAS_M_CONV_00652.wav,3.3675
KAS_M_CONV_00653.wav,3.5243
KAS_M_CONV_00654.wav,3.2456
KAS_M_CONV_00658.wav,3.8940
KAS_M_CONV_00673.wav,3.6249
KAS_M_CONV_00712.wav,3.2246
KAS_M_CONV_00715.wav,2.9006
KAS_M_CONV_00720.wav,3.7011
KAS_M_CONV_00747.wav,3.4390
KAS_M_CONV_00753.wav,3.1227
KAS_M_CONV_00760.wav,3.0810
KAS_M_CONV_00772.wav,3.5781
KAS_M_CONV_00774.wav,3.2409
KAS_M_CONV_00782.wav,3.0632
KAS_M_CONV_00798.wav,2.9816
KAS_M_CONV_00810.wav,3.1263
KAS_M_CONV_00818.wav,3.0388
KAS_M_CONV_00827.wav,3.3334
KAS_M_CONV_00855.wav,3.4418
KAS_M_CONV_00868.wav,3.2540
KAS_M_CONV_00883.wav,3.4733
KAS_M_CONV_00886.wav,3.4272
KAS_M_CONV_00902.wav,3.2729
KAS_M_CONV_00904.wav,3.2258
KAS_M_CONV_00905.wav,3.0798
KAS_M_CONV_00941.wav,3.1040
KAS_M_CONV_00954.wav,3.2880
KAS_M_CONV_00958.wav,3.1658
KAS_M_CONV_00959.wav,3.3297
KAS_M_CONV_00984.wav,2.9705
KAS_M_CONV_00995.wav,3.3516
KAS_M_CONV_01001.wav,3.1985
KAS_M_CONV_01021.wav,2.9656
KAS_M_CONV_01031.wav,3.2312
KAS_M_CONV_01035.wav,3.0032
KAS_M_CONV_01044.wav,3.3096
KAS_M_CONV_01052.wav,3.1465
KAS_M_CONV_01073.wav,3.8902
KAS_M_CONV_01095.wav,3.3026
KAS_M_CONV_01101.wav,3.1365
KAS_M_CONV_01106.wav,3.0967
KAS_M_CONV_01145.wav,2.8383
KAS_M_CONV_01160.wav,3.2281
KAS_M_CONV_01168.wav,2.9578
KAS_M_CONV_01171.wav,3.3413
KAS_M_CONV_01183.wav,3.5875
KAS_M_CONV_01191.wav,3.4660
KAS_M_CONV_01194.wav,3.2443
KAS_M_CONV_01198.wav,3.6403
KAS_M_CONV_01200.wav,3.0924
KAS_M_CONV_01206.wav,3.2768
KAS_M_CONV_01207.wav,3.1346
KAS_M_CONV_01216.wav,3.4809
KAS_M_CONV_01224.wav,3.1900
KAS_M_CONV_01241.wav,3.2793
KAS_M_CONV_01244.wav,3.1386
KAS_M_CONV_01247.wav,3.4753
KAS_M_CONV_01269.wav,3.1800
KAS_M_CONV_01272.wav,3.5750
KAS_M_CONV_01282.wav,2.9183
KAS_M_CONV_01294.wav,3.4396
KAS_M_CONV_01295.wav,2.9282
KAS_M_CONV_01296.wav,3.6600
KAS_M_CONV_01305.wav,3.6056
KAS_M_CONV_01321.wav,3.1417
KAS_M_CONV_01328.wav,3.0560
KAS_M_CONV_01330.wav,2.9196
KAS_M_CONV_01331.wav,3.2837
KAS_M_CONV_01336.wav,2.9002
KAS_M_CONV_01343.wav,3.0003
KAS_M_CONV_01345.wav,3.1069
KAS_M_CONV_01351.wav,3.0223
KAS_M_CONV_01356.wav,3.3802
KAS_M_CONV_01363.wav,3.5130
KAS_M_CONV_01375.wav,3.4810
KAS_M_CONV_01380.wav,2.9430
KAS_M_CONV_01387.wav,3.4324
KAS_M_CONV_01415.wav,3.1652
KAS_M_CONV_01425.wav,3.3232
KAS_M_CONV_01429.wav,3.1770
KAS_M_CONV_01437.wav,3.4036
KAS_M_CONV_01478.wav,3.1355
KAS_M_CONV_01486.wav,3.2154
KAS_M_CONV_01493.wav,3.0993
KAS_M_CONV_01500.wav,3.0377
KAS_M_CONV_01521.wav,3.2550
KAS_M_CONV_01528.wav,3.1790
KAS_M_CONV_01546.wav,3.7494
KAS_M_CONV_01559.wav,2.9951
KAS_M_CONV_01577.wav,3.2344
KAS_M_CONV_01579.wav,3.0422
KAS_M_CONV_01587.wav,3.8274
KAS_M_CONV_01590.wav,3.5289
KAS_M_CONV_01605.wav,3.1711
KAS_M_CONV_01639.wav,3.1760
KAS_M_CONV_01644.wav,3.4876
KAS_M_CONV_01651.wav,2.9512
KAS_M_CONV_01652.wav,3.1366
KAS_M_CONV_01664.wav,3.7865
KAS_M_CONV_01684.wav,3.3819
KAS_M_CONV_01687.wav,3.4863
KAS_M_CONV_01693.wav,3.0735
KAS_M_CONV_01707.wav,3.1536
KAS_M_CONV_01720.wav,2.9400
KAS_M_CONV_01721.wav,3.5479
KAS_M_CONV_01740.wav,2.9177
KAS_M_CONV_01745.wav,2.9127
KAS_M_CONV_01751.wav,3.3206
KAS_M_CONV_01755.wav,3.7724
KAS_M_CONV_01758.wav,3.4684
KAS_M_CONV_01779.wav,3.1926
KAS_M_CONV_01795.wav,3.5886
KAS_M_CONV_01811.wav,2.9057
KAS_M_CONV_01822.wav,2.9771
KAS_M_CONV_01829.wav,2.8618
KAS_M_CONV_01835.wav,3.1579
KAS_M_CONV_01837.wav,3.0015
KAS_M_CONV_01844.wav,3.0825
KAS_M_CONV_01853.wav,3.0503
KAS_M_CONV_01859.wav,3.1512
KAS_M_CONV_01861.wav,3.0356
KAS_M_CONV_01878.wav,3.2781
KAS_M_CONV_01914.wav,3.2113
KAS_M_CONV_01932.wav,3.1822
KAS_M_CONV_01946.wav,3.3041
KAS_M_CONV_01947.wav,3.0480
KAS_M_CONV_01949.wav,2.9111
KAS_M_CONV_01960.wav,3.1191
KAS_M_CONV_01961.wav,3.2745
KAS_M_CONV_01968.wav,2.9948
KAS_M_CONV_01969.wav,3.6410
KAS_M_CONV_01991.wav,3.1827
KAS_M_CONV_01994.wav,3.2756
KAS_M_CONV_01998.wav,3.1379
KAS_M_CONV_02002.wav,2.7998
KAS_M_CONV_02003.wav,3.0385
KAS_M_CONV_02023.wav,2.9484
KAS_M_CONV_02026.wav,3.3194
KAS_M_CONV_02032.wav,3.2241
KAS_M_CONV_02079.wav,3.1069
KAS_M_CONV_02081.wav,2.9610
KAS_M_CONV_02083.wav,2.9353
KAS_M_CONV_02094.wav,3.0109
KAS_M_CONV_02099.wav,2.7986
KAS_M_CONV_02100.wav,3.2231
KAS_M_CONV_02109.wav,3.1582
KAS_M_CONV_02114.wav,3.0376
KAS_M_CONV_02126.wav,2.8532
KAS_M_CONV_02127.wav,2.9989
KAS_M_CONV_02130.wav,2.7963
KAS_M_CONV_02148.wav,3.1455
KAS_M_CONV_02156.wav,3.2757
KAS_M_CONV_02166.wav,3.2803
KAS_M_CONV_02168.wav,3.3443
KAS_M_CONV_02169.wav,3.1181
